timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1503756254858,90,HTTP Request,200,,Thread Group 1-830,text,true,,39241,197,232,232,90,0,1
1503756254840,109,HTTP Request,200,,Thread Group 1-748,text,true,,39241,197,231,231,109,0,0
1503756254847,106,HTTP Request,200,,Thread Group 1-857,text,true,,39241,197,231,231,106,0,1
1503756254860,93,HTTP Request,200,,Thread Group 1-847,text,true,,39241,197,231,231,93,0,1
1503756254841,114,HTTP Request,200,,Thread Group 1-744,text,true,,39241,197,230,230,114,0,2
1503756254885,71,HTTP Request,200,,Thread Group 1-858,text,true,,39241,197,229,229,71,0,1
1503756254892,66,HTTP Request,200,,Thread Group 1-680,text,true,,39241,197,229,229,65,0,0
1503756254896,65,HTTP Request,200,,Thread Group 1-862,text,true,,39241,197,228,228,64,0,1
1503756254836,126,HTTP Request,200,,Thread Group 1-759,text,true,,39241,197,227,227,126,0,1
1503756254864,100,HTTP Request,200,,Thread Group 1-859,text,true,,39241,197,226,226,99,0,1
1503756254862,103,HTTP Request,200,,Thread Group 1-851,text,true,,39241,197,225,225,102,0,0
1503756254914,53,HTTP Request,200,,Thread Group 1-879,text,true,,39241,197,225,225,52,0,2
1503756254841,127,HTTP Request,200,,Thread Group 1-751,text,true,,39241,197,224,224,101,0,1
1503756254873,99,HTTP Request,200,,Thread Group 1-872,text,true,,39241,197,223,223,98,0,1
1503756254918,57,HTTP Request,200,,Thread Group 1-878,text,true,,39241,197,223,223,57,0,1
1503756254810,166,HTTP Request,200,,Thread Group 1-765,text,true,,39241,197,223,223,166,0,1
1503756254832,145,HTTP Request,200,,Thread Group 1-749,text,true,,39241,197,223,223,145,0,1
1503756254904,73,HTTP Request,200,,Thread Group 1-874,text,true,,39241,197,223,223,73,0,1
1503756254831,146,HTTP Request,200,,Thread Group 1-757,text,true,,39241,197,223,223,146,0,0
1503756254898,79,HTTP Request,200,,Thread Group 1-866,text,true,,39241,197,223,223,79,0,1
1503756254834,144,HTTP Request,200,,Thread Group 1-745,text,true,,39241,197,223,223,144,0,3
1503756254881,101,HTTP Request,200,,Thread Group 1-854,text,true,,39241,197,223,223,97,0,1
1503756254870,113,HTTP Request,200,,Thread Group 1-842,text,true,,39241,197,223,223,113,0,1
1503756254838,264,HTTP Request,200,,Thread Group 1-755,text,true,,39241,197,183,183,136,0,29
1503756254704,398,HTTP Request,200,,Thread Group 1-718,text,true,,39241,197,183,183,398,0,1
1503756254876,227,HTTP Request,200,,Thread Group 1-875,text,true,,39241,197,181,181,226,0,1
1503756254868,236,HTTP Request,200,,Thread Group 1-747,text,true,,39241,197,180,180,236,0,1
1503756254893,212,HTTP Request,200,,Thread Group 1-672,text,true,,39241,197,179,179,211,0,1
1503756254916,190,HTTP Request,200,,Thread Group 1-880,text,true,,39241,197,178,178,190,0,1
1503756254889,217,HTTP Request,200,,Thread Group 1-869,text,true,,39241,197,178,178,217,0,50
1503756254942,165,HTTP Request,200,,Thread Group 1-877,text,true,,39241,197,176,176,165,0,2
1503756254951,156,HTTP Request,200,,Thread Group 1-886,text,true,,39241,197,176,176,156,0,1
